ID,Nombre,Equipo,Puntaje,cantidadCompetencias
3949,Ricardo Vega, La Serena, 48.11, 4334
1646,Mateo Mondaca, Colo-Colo, 49.10, 3818
999,David Lillo, Universidad de Chile, 53.70, 1849
222,Gustavo Baeza, Palestino, 84.33, 2650
288,Yago Medel, Everton, 41.40, 3107
2505,Fabian Castro, Palestino, 21.33, 4459
3749,Guido Garrido, Huachipato, 29.77, 1768
846,Alejandro Moncada, Colo-Colo, 24.55, 2612
3936,Socorro Gallegos, Colo-Colo, 52.55, 4531
812,Solano Montenegro, La Serena, 32.61, 70
2318,Orlando Aguilar, Universidad de Chile, 70.51, 1596
3480,Gisela Rifo, Huachipato, 84.57, 3084
3694,Recaredo Vega, Everton, 78.10, 384
2395,Sancho Huerta, Everton, 98.00, 2196
566,Alan Montero, La Serena, 18.97, 1086
1678,Justino2 Ferrada, La Serena, 75.99, 620
1600,Ildefonso Polanco, Palestino, 49.61, 470
2465,Ubaldo Marinovic, Everton, 15.40, 579
1061,Siro Salazar, Colo-Colo, 40.34, 1606
1187,Aaron Mosso, Universidad de Chile, 69.32, 1648
977,Sebastian Torrealba, Everton, 41.99, 3909
100,Jonatan Escalona, Huachipato, 13.65, 3125
2563,Marcelo2 Silva, Universidad de Chile, 6.91, 1674
2860,Edgar Moller, La Serena, 5.71, 4534
2129,Nicanor Meyer, Everton, 45.03, 4475
3614,Emir Estay, Palestino, 46.01, 3651
2587,Andres Morgado, Huachipato, 66.73, 4878
1467,Kevin2 Garrido, Palestino, 37.41, 1072
3822,Ulises Reyes, Palestino, 49.12, 3961
1110,Amador Nazer, Colo-Colo, 3.72, 4716
2362,Casandro Torrealba, Colo-Colo, 68.68, 3289
1553,Dario Santander, La Serena, 9.81, 4853
1866,Javier Celis, Colo-Colo, 62.31, 3085
3509,Desiderio2 Latapiat, Colo-Colo, 32.04, 4416
2058,Marcos2 Olivares, Palestino, 94.71, 451
277,Anselmo Encina, La Serena, 30.84, 183
1443,Gines Diaz, Everton, 91.98, 4240
2190,Paulo Catalan, Palestino, 96.98, 1850
2421,Salvador Illanes, Universidad de Chile, 76.25, 3806
3207,Ulpiano Sepulveda, Everton, 11.44, 1001
3122,Maximo Cartes, Colo-Colo, 92.94, 2320
1788,Sotero Bustos, Colo-Colo, 79.58, 891
1606,Jimena Pastene, Palestino, 73.02, 234
1051,Waldo Cariman, Everton, 76.62, 4693
3386,Aquiles Quezada, Huachipato, 95.44, 1328
3152,Vicente Millar, Everton, 6.58, 4392
2402,Timoteo go, Colo-Colo, 90.24, 4914
3743,Sancho Duran, Universidad de Chile, 68.76, 2153
2314,Arsenio Latorre, Huachipato, 59.49, 2476
3110,Zosimo Leyton, Colo-Colo, 92.29, 4408
1095,Gian Alcayaga, Everton, 55.79, 2230
509,Orfelio Huilinao, Huachipato, 47.95, 3976
2798,Valeriano Fredes, Everton, 87.20, 4907
2358,Trifon Toledo, Universidad de Chile, 95.57, 4217
2521,Darwin Berrios, Palestino, 18.24, 2790
312,Daniel Angulo, Everton, 79.46, 72
3709,Ernesto Mardoff, La Serena, 17.73, 4766
260,Guillermo Moyano, Everton, 76.69, 4500
3425,Leandro Calderon, La Serena, 4.26, 1660
3382,Gael Larraguibel, Palestino, 26.73, 2859
1567,Jorge Carrasco, Palestino, 8.73, 4342
399,Ignacio Moreno, Everton, 28.91, 2832
3819,Marcelo2 Astorga, Huachipato, 95.77, 1077
2705,Silvio Mazzoni, Universidad de Chile, 82.88, 2932
1920,Eusebio Mella, Universidad de Chile, 90.75, 474
3570,Sergio Martic, Everton, 10.80, 2680
1252,Leandro2 Cisternas, La Serena, 74.66, 4681
148,Laura Barra, Palestino, 75.38, 1121
1480,Luis2 Yanez, Everton, 26.98, 2154
2179,Ricardo Salazar, Universidad de Chile, 5.50, 1831
3553,Telmo Larruy, Universidad de Chile, 42.88, 2255
966,Leonardo Borquez, Universidad de Chile, 2.42, 2314
3294,Jeronimo Fredes, Huachipato, 2.41, 471
922,Noriel Bastias, Colo-Colo, 55.98, 2562
3322,Balbino Navarrete2, Colo-Colo, 80.46, 1995
3013,Cayetano2 Acevedo, La Serena, 66.76, 4279
3446,David Massone, Universidad de Chile, 75.81, 348
3024,Edgar Pavez, Everton, 74.71, 414
1714,Jared Zuniga, La Serena, 96.24, 390
152,Epifanio Jimenez, Huachipato, 42.52, 2616
3663,Maximo Cifuentes, Universidad de Chile, 76.29, 2977
2553,Clemente2 Medel, La Serena, 95.74, 129
2916,Giovanni Montes, Palestino, 64.96, 1392
1469,Florencio Mujica, Everton, 35.65, 1248
3950,Gian Labra, Colo-Colo, 32.39, 201
58,Patricio Moller, Huachipato, 29.69, 973
134,Javier2 Mir, La Serena, 14.61, 621
259,Hernan Salgado, Palestino, 33.77, 523
2246,Evaristo2 Fuenzalida, Everton, 58.52, 3642
3346,Aldo Gajardo, Huachipato, 93.42, 4980
3651,Nemesio Andrade, Palestino, 85.61, 3826
893,Damian Gajardo, Everton, 67.13, 2862
926,Iker Lamas, Palestino, 34.39, 540
3744,Boris Riveros, Universidad de Chile, 12.51, 2243
2879,Octavio Rozas, Everton, 22.88, 253
920,Ruperto2 Henriquez, La Serena, 66.19, 4514
132,Gildardo Encina, Everton, 3.38, 2508
