ID,Nombre,Equipo,Puntaje,cantidadCompetencias
2121,Martin Lorca, Huachipato, 93.25, 4017
5000,Saul Jofre, Universidad de Chile, 62.70, 4503
1084,Quentin Ramirez, Colo-Colo, 2.75, 1985
400,Higinio Bustamante, Palestino, 36.56, 3778
6451,Amador Flores, Palestino, 87.57, 4597
5732,Orestes Moya, Huachipato, 17.01, 1279
240,Roberto Yanez, La Serena, 74.87, 2858
6456,Luciano Klocker, La Serena, 63.12, 3229
3337,Gael Marisio, Huachipato, 16.58, 4786
127,Javier2 Larrain, Everton, 69.10, 1964
776,Ramon Donoso, Huachipato, 78.27, 1363
1417,Gerardo Villanueva, Huachipato, 62.43, 157
4147,Vicente Larrain, Universidad de Chile, 63.00, 1860
276,Higinio Moris, Colo-Colo, 7.49, 3362
3476,Felicisimo Melivilu, Palestino, 97.10, 3559
724,Federico Velasquez, Huachipato, 14.39, 3980
3868,Delfin Parra, La Serena, 36.36, 3991
5629,Alonso Larraguibel, Colo-Colo, 41.72, 4199
2347,Geronimo Solis, Colo-Colo, 2.71, 2724
1031,Clemente2 Robles, Universidad de Chile, 33.89, 4064
2783,Luis Olivares, Everton, 23.84, 3221
5864,Luciano Larruy, Colo-Colo, 93.82, 1745
2875,Gian Ilabaca, Universidad de Chile, 33.83, 1493
3227,Basilio Guerra, Palestino, 60.30, 1929
1186,Meliton Eyzaguirre, Huachipato, 5.56, 3335
2011,Dionel Cornejo, Huachipato, 52.49, 2734
4981,Gonzalo2 Toro, Colo-Colo, 60.01, 3962
2957,Noe Zuniga, Palestino, 64.73, 1874
1174,Mauricio Monreal, Huachipato, 12.14, 934
5176,Ubaldo Donoso, La Serena, 16.46, 2503
3160,Esta Klocker, Colo-Colo, 62.63, 973
2192,Agustin Albornoz, La Serena, 17.71, 3122
6798,Jonathan Cofre, Palestino, 72.44, 4172
4366,Telmo Maluenda, Universidad de Chile, 37.42, 2081
1438,Trifon Lemarie, Colo-Colo, 85.49, 1387
1920,Darwin Lepe, Huachipato, 68.96, 372
6715,Ismael2 Mazzoni, Palestino, 41.28, 1991
2378,Amador Marquez, Colo-Colo, 12.54, 2797
3293,Mario Carvallo, Palestino, 16.56, 2245
4986,Ismael2 Melendez, La Serena, 58.91, 1618
