ID,Nombre,Equipo,Puntaje,cantidadCompetencias
5089,Logan Ovalle, La Serena, 23.02, 2024
13084,Fabiola Cordova, Universidad de Chile, 75.83, 2677
3000,Lisardo Cornejo, Colo-Colo, 69.43, 885
1243,Facundo Tejos, Huachipato, 81.24, 4560
11284,Ismael Pena, Palestino, 31.58, 2388
14188,Xavier Meneses, Everton, 15.81, 3504
13642,Ovidio Mir, La Serena, 51.29, 4369
6571,Jacinto Bravo, Palestino, 73.98, 1171
5202,Candelario Becerra, Everton, 43.50, 3236
14163,Olegario Barrios, La Serena, 37.17, 2150
4804,Florencio Mimica, Palestino, 9.00, 3748
13292,Reinaldo Lira, Colo-Colo, 97.80, 4484
1970,Fidel Salas, Colo-Colo, 73.86, 4489
12701,Bruno Marcone, La Serena, 63.48, 3434
2068,Froilan Neira, Huachipato, 85.81, 237
10215,Valerio Blanco, La Serena, 37.75, 2333
11813,Jared Palma, Palestino, 75.51, 4449
63,Hernan go, La Serena, 24.36, 3538
5540,Jacinto Reyes, Everton, 4.37, 4128
2987,Xavier Cartes, Colo-Colo, 5.88, 157
12847,Andres Eyzaguirre, Colo-Colo, 31.10, 775
2143,Hugo2 Serrano, Huachipato, 12.98, 984
4779,Cirilo Larrondo2, Palestino, 75.59, 357
4132,Feliciano2 Catricura, La Serena, 13.29, 1785
11120,Belisario Navarro2, Colo-Colo, 47.39, 471
7096,Venancio Lobos2, Palestino, 73.16, 2226
1950,Mateo2 Longueira, Huachipato, 32.34, 3781
3929,Celestino Curilef, Universidad de Chile, 87.53, 4526
14660,Karen Jofre, Palestino, 86.69, 2073
10814,Julian2 Vargas, La Serena, 68.02, 3414
11823,Connor Moya2, Everton, 86.14, 556
365,Edelmiro Catrileo, La Serena, 60.04, 2454
6672,Prudencio Olivares, Huachipato, 85.20, 1586
7952,Marino Mardones, La Serena, 65.45, 1741
10341,Gabino Larrea, Palestino, 47.55, 4354
1623,Leopoldo Ilabaca, Colo-Colo, 86.74, 4972
868,Justino2 Santibanez, Everton, 69.07, 3364
10813,Gerardo Mateluna, La Serena, 40.55, 3585
8461,Rito Roco, Palestino, 1.07, 2028
13895,Gaston Olivares, Everton, 23.82, 513
3725,Leopoldo DelValle, La Serena, 17.57, 351
9170,Plutarco Marinovic, Huachipato, 29.29, 1142
15717,Favio Celis, Universidad de Chile, 89.39, 707
4477,Marcelo2 Ilabaca, Everton, 85.89, 1701
8424,Yandel Valenzuela, Colo-Colo, 53.02, 273
1964,Pancracio lmonacid, Everton, 39.53, 4110
15474,Eleuterio Monreal, Universidad de Chile, 97.25, 1678
6899,Inigo Escalona, Universidad de Chile, 32.59, 1079
13076,Genaro Lozada, Huachipato, 51.50, 1831
11209,Ezequiel Zamorano, Colo-Colo, 99.36, 2593
1871,Omar Elgueta, Universidad de Chile, 94.68, 1592
15880,Marcelo Contreras, Universidad de Chile, 16.13, 1064
2205,Primo Cordova, La Serena, 67.21, 342
5959,Jaziel Muller, Huachipato, 38.23, 2
3177,Manuel2 Valdivia, Huachipato, 15.26, 1444
3370,Valerio Lepe, Universidad de Chile, 95.71, 2675
8728,Trifon Chacon, Everton, 25.08, 3803
2093,Laura Nail, La Serena, 88.96, 3412
14558,Renzo Astorga, Palestino, 28.19, 2795
7540,Agustin Oyarzun, Everton, 55.92, 2235
3330,Erasmo2 Delgado, Huachipato, 35.65, 4690
10234,Melchor Olguin, Colo-Colo, 89.25, 1645
3851,Olimpio Cifuentes, Colo-Colo, 62.35, 298
13863,Yandel Urra, Everton, 68.92, 2845
10662,Ezequiel Maiz, Palestino, 35.75, 2233
15968,Jordy Bravo, Colo-Colo, 59.75, 3771
2872,Ventura lmonacid, Universidad de Chile, 10.35, 2114
13694,Lautaro2 Gallardo, Colo-Colo, 40.95, 4638
7571,Exequiel Solis, Huachipato, 32.46, 2032
12598,Petronilo Cortes, Palestino, 87.53, 4311
4640,Jenaro Pedreros, Colo-Colo, 32.90, 51
1057,Norberto Arroyo, Everton, 61.74, 2948
7768,Leopoldo Mir, La Serena, 28.59, 1752
3534,Dimas2 Acevedo, Universidad de Chile, 36.78, 2181
3228,Nicomedes Mackenna, Everton, 74.41, 2210
13079,Matias Espina, Huachipato, 4.84, 2584
2647,Pancracio Larruy, Colo-Colo, 97.44, 3042
15541,Ruperto2 Ramos, Huachipato, 67.56, 3611
9264,Jacobo Massardo, La Serena, 38.92, 340
12058,Eulogio Cifuentes, Universidad de Chile, 21.33, 2836
15370,Mariano2 Leal, Palestino, 7.29, 4415
10670,Ladislao Montalba, La Serena, 61.93, 2545
2938,Nestor Bernal, Huachipato, 9.95, 2748
14593,Giovanni Lautaro, Colo-Colo, 84.51, 2056
1446,Geronimo2 Quinteros, Everton, 29.93, 366
