ID,Nombre,Equipo,Puntaje,cantidadCompetencias
9996,Fabricio Alcayaga, Huachipato, 79.88, 4171
4669,Oscar Illanes, Colo-Colo, 92.77, 3811
8192,Osvaldo Mayorga, Universidad de Chile, 76.63, 2769
2393,Mario3 Cartes, Everton, 90.83, 4516
10023,Orestes Montero, Universidad de Chile, 3.85, 28
5139,Donato Aguirre, Universidad de Chile, 1.32, 4275
9557,Julian2 Larenas, La Serena, 3.32, 2153
5199,Omar Pena, Universidad de Chile, 54.17, 3163
3387,Ezequiel Valdes, Colo-Colo, 1.97, 3599
9546,Dante Leyton, La Serena, 86.40, 3794
6672,Fausto2 Cabello, Everton, 49.09, 3093
9274,Alejandro Cisternas, Colo-Colo, 14.83, 683
9683,Abel Santos, Palestino, 6.30, 4661
1790,Dionel Lamas, Palestino, 99.47, 2276
10814,Bruno Huincaman, Universidad de Chile, 47.04, 801
1287,Aldo Ilabaca, Everton, 1.57, 1112
9925,Karen Rivera, Palestino, 97.62, 3073
9657,Gisela Ureta, Colo-Colo, 43.08, 988
3479,Alfonso Gutierrez, Colo-Colo, 31.44, 164
9879,Rolando Vergara, Everton, 52.08, 1190
5778,Raimundo Lahsen, La Serena, 23.14, 21
3199,Orlando Lautaro, La Serena, 42.20, 2109
8504,Leonardo2 Gonzalez, Universidad de Chile, 12.49, 1994
1759,Tarsicio Rodriguez, Palestino, 96.25, 2858
2256,Primo Cortes, Everton, 58.35, 3816
4326,Ricardo Castro, La Serena, 82.12, 2399
7417,David Jara, Universidad de Chile, 50.73, 4070
1261,Aitor Letelier, Everton, 9.61, 3027
3999,Leandro Zamora, La Serena, 45.37, 1644
549,Norberto Pedreros, Universidad de Chile, 7.84, 2119
456,Anibal Lastra, Universidad de Chile, 31.59, 2458
10666,Hugo2 Campillay, Huachipato, 94.81, 838
7043,Julian Melgarejo, Universidad de Chile, 82.24, 303
8659,Kristian Moroni, Everton, 99.70, 3200
6470,Isaac Polanco, Huachipato, 27.74, 2180
859,Jeremias Munita, Everton, 43.69, 3701
9728,Victor Pena, Everton, 69.76, 4792
2773,Cayetano Antileo, Universidad de Chile, 47.90, 4143
5333,Fabian Melita, Palestino, 81.18, 3193
3100,Ximeno Ceballos, Everton, 74.72, 676
3087,Salomon Griffero, Universidad de Chile, 32.51, 2706
3956,Agustin Lazcano, Everton, 83.43, 1092
3635,German Marinovic, Palestino, 24.94, 3124
332,Matias2 Manosalva, La Serena, 42.78, 3431
9972,Kadir Lagos2, Colo-Colo, 46.19, 2509
8331,Leocadio Villagra, La Serena, 7.82, 3476
2554,Gumersindo Jimenez, La Serena, 99.41, 2113
2523,Julian2 Becerra, Huachipato, 63.50, 118
2391,Ventura Mateluna, Colo-Colo, 18.13, 1588
6745,Cayetano2 Lozada, Palestino, 40.04, 999
8251,Guido2 Moreno2, Everton, 32.29, 4980
280,Adrian Reyes, Colo-Colo, 58.60, 4097
10203,Froilan Lorca, Colo-Colo, 36.95, 4134
144,Geronimo2 Orellana, Colo-Colo, 74.88, 3787
2642,Tiburcio Morales2, Universidad de Chile, 49.48, 3750
3872,Ventura Rojas, La Serena, 97.01, 3888
9210,Valerio Henriquez, Palestino, 14.74, 495
9945,Manases Velasquez, Colo-Colo, 11.82, 939
6545,Edelmiro Mendez, Palestino, 32.32, 3301
4958,Bautista Godoy, La Serena, 51.83, 3084
10765,Fabian Bustos, Palestino, 84.76, 1572
9580,Jordan Herrera, Everton, 24.31, 1232
5063,Kristian Alveal, Everton, 27.31, 896
7606,Arsenio Pezo, Palestino, 53.07, 4773
6731,Aquiles Contreras, Palestino, 4.30, 3654
827,Gisela Marin, Huachipato, 37.78, 3766
9860,Lisardo Rifo, La Serena, 29.24, 4274
7951,Erasmo Marquez, Everton, 27.14, 1929
769,Flavio2 Huichaman, La Serena, 50.12, 612
1658,Manuel2 Bolados, Everton, 66.89, 4586
5066,Gael2 Catricura, Huachipato, 42.78, 3322
4152,Camilo DelValle, Everton, 99.48, 3606
158,Ciro2 Valenzuela, Universidad de Chile, 22.10, 117
8869,Mariano Mora, Everton, 8.53, 4887
7992,Jael Melgarejo, Colo-Colo, 13.38, 2708
7611,Gildardo Villanueva, La Serena, 82.70, 3098
7872,Lisardo Munoz2, Huachipato, 44.95, 2670
6199,Lautaro2 Velasquez, La Serena, 58.41, 1122
8307,Eber Minoletti, Palestino, 71.93, 3026
5759,Conrado Jerez, Colo-Colo, 11.92, 1222
10877,Aaron Letelier, Everton, 54.06, 4477
9036,Hilda Arroyo, Colo-Colo, 7.32, 1756
11000,Demian Ortiz, Everton, 46.40, 3193
6027,Giovanni Maluenda, Palestino, 73.71, 2362
2131,Kenny Cariman, La Serena, 13.82, 4208
9770,Omar Celis, Universidad de Chile, 89.44, 690
8332,Petronilo Farias, Everton, 99.23, 4718
1139,Leon Suarez, Colo-Colo, 18.09, 4054
8412,Obdulio Larenas, Universidad de Chile, 50.36, 4218
1665,Martin Conuecar, Universidad de Chile, 38.70, 3985
10706,Efren Bianchi, Colo-Colo, 68.33, 3992
4084,Marino Alvarez, Universidad de Chile, 75.37, 4690
2634,Clemente2 Gutierrez, Palestino, 26.13, 2116
3445,Edgar Moraga, Palestino, 87.64, 1090
10173,Tito Marcone, Palestino, 27.17, 857
5715,Juanito Mardoff, Everton, 4.51, 4964
3461,Isidora Vidal, Everton, 77.82, 2093
5018,Eusebio Escudero, La Serena, 49.35, 4072
8425,Alvaro Celis, La Serena, 78.88, 351
3286,Juanmanuel Merello, Universidad de Chile, 0.33, 951
7109,Leandro Dominguez, La Serena, 20.45, 4369
1734,Gino Rubio, Colo-Colo, 23.15, 3254
6302,Noriel Catricura, Universidad de Chile, 94.73, 3665
327,Lautaro2 Uribe, Huachipato, 88.34, 2096
834,Abraham Santibanez, Universidad de Chile, 82.24, 896
468,Lucas Velasquez, La Serena, 23.74, 4161
579,Abraham Brito, La Serena, 56.95, 1936
9505,Cristobal Burgos, Everton, 59.74, 3543
5288,Fortunato2 Maluenda, Colo-Colo, 95.91, 4948
6404,Bernardo Sanhueza, Huachipato, 87.98, 768
5224,Silvio Catricura, Palestino, 60.81, 987
8687,Jenaro Tejos, Colo-Colo, 76.45, 4219
4924,Amir Valencia, Colo-Colo, 49.49, 1549
5125,Isaias2 Cayuqueo, Huachipato, 77.34, 697
892,Julian2 Bernal, Huachipato, 21.52, 3759
2569,Patricio DeLaFuente, Universidad de Chile, 85.65, 240
550,Norberto Polanco, Universidad de Chile, 64.37, 639
10762,Valentin2 Lobos, Universidad de Chile, 73.72, 1209
1801,Raul Mulet, Huachipato, 48.63, 4418
9376,Isael Maureira, Universidad de Chile, 72.91, 368
8200,Reyes Maluenda, Colo-Colo, 95.33, 3071
5143,Saturnino Krebs, Universidad de Chile, 60.06, 1051
10440,Miguelangel Lizana, Everton, 57.59, 798
10425,Dalmacio Huenuman, Universidad de Chile, 70.46, 1231
7594,Norberto Altamirano, Colo-Colo, 79.04, 997
2427,Waldo Delgado, Everton, 91.65, 2397
647,Venancio Moraga, Universidad de Chile, 94.28, 443
4493,Tiburcio Cuevas, La Serena, 32.44, 2459
6874,Cornelio Valdivia, Palestino, 71.04, 722
7793,Ivan Suazo, Universidad de Chile, 69.51, 1563
2279,Ulises Lazcano, Everton, 59.93, 1983
10433,Jonas Suarez, Everton, 12.20, 2125
3741,Cristian Naranjo, Universidad de Chile, 7.60, 494
1182,Rodrigo Plaza, Huachipato, 66.13, 13
7958,Giovanni Villanueva, La Serena, 18.63, 4401
9267,Tadeo Chacon, La Serena, 89.66, 3836
877,Lucas Encina, Everton, 9.75, 4503
593,Laura Lusardi, Huachipato, 54.08, 267
3638,Fortunato2 Venegas, La Serena, 13.40, 424
8719,Mauricio Roco, Colo-Colo, 73.14, 3176
301,Giovanni Loyola, Palestino, 45.51, 2190
4036,Mateo Gamez, Palestino, 56.49, 2561
694,Isael Zamora, Palestino, 68.63, 3675
882,Perfecto Fredes, La Serena, 1.51, 1254
1247,Manases Luna, Colo-Colo, 41.10, 2873
2615,Amaro Monardes, Universidad de Chile, 48.72, 1014
675,Abel Aguirre, Palestino, 13.96, 3577
1074,Hector Carvajal, Huachipato, 53.62, 2615
371,Quentin Mieres, Palestino, 52.12, 1777
7362,Valeriano Lobos2, Huachipato, 25.22, 1229
1743,Alberto Marcone, Everton, 96.47, 4964
2640,Obdulio Canete, Universidad de Chile, 67.82, 2276
10513,Liam Berrios, Colo-Colo, 65.91, 2189
1535,Macario Lautaro, Huachipato, 83.76, 1852
5979,Wilmer Musalem, Palestino, 5.20, 4970
10376,Mario Latapiat, Huachipato, 7.71, 1388
9639,Jesus Vasquez, Huachipato, 35.28, 1664
896,Saturnino Herrera, Huachipato, 57.87, 1549
