ID,Nombre,Equipo,Puntaje,cantidadCompetencias
7707,Pascual Jimenez, Palestino, 69.40, 1036
41590,Lautaro2 Montes, Huachipato, 25.51, 787
40177,Jonatan Bahamondes, Everton, 77.20, 931
44279,Lisardo Carrasco, La Serena, 26.47, 3789
44763,Pancracio Latorre, Universidad de Chile, 95.54, 827
12923,Joaquin benito, Everton, 74.21, 1468
4475,Cirilo Lusardi, Universidad de Chile, 52.16, 4784
7031,Aurelio Larrondo, La Serena, 56.20, 3708
16928,Pablo Moena, Universidad de Chile, 9.83, 920
43702,Salomon Zamorano, Everton, 46.53, 1768
39534,Matias2 Marisio, La Serena, 61.64, 4738
7806,Juan Mayorga, Colo-Colo, 39.19, 556
20047,Octavio Ibarra, Everton, 88.78, 3641
4792,Julian2 Fredes, Everton, 78.46, 3717
18118,Marino Salas, Colo-Colo, 34.39, 4335
8155,Dante Huilinao, La Serena, 67.52, 628
42831,Prudencio Latorre, La Serena, 54.49, 4955
26879,Solano Cortes, Universidad de Chile, 77.20, 4661
26954,Socorro Maluenda, Universidad de Chile, 15.64, 1647
37723,Justino Klocker, Universidad de Chile, 84.60, 3104
40199,Amador Troncoso, Everton, 14.77, 2474
46869,Hernan2 Troncoso, Everton, 73.93, 3974
15853,Gilberto Moffat, Palestino, 33.73, 1414
46234,Cirilo Luque, La Serena, 10.80, 1718
25123,Ladislao Antinao, La Serena, 19.31, 3689
47749,Heriberto Chacon, Everton, 6.56, 3768
18758,Leocadio Antinao, Everton, 35.95, 2346
40966,Gilberto Ibacache, Universidad de Chile, 32.49, 4653
32390,Conrado Maturana, Huachipato, 59.89, 313
46566,Isael Lahsen, Everton, 1.31, 4122
23113,Juan Ramos, Huachipato, 77.09, 4910
43567,Casandro DeLaCruz, Everton, 15.07, 172
34748,Braulio Labra, Universidad de Chile, 57.15, 4797
30684,Ismael2 Lorca, Palestino, 69.63, 4534
46273,Sancho Rubio, La Serena, 9.09, 3112
2506,Noe Verdugo, Everton, 99.89, 2859
1158,Armando Maza, Colo-Colo, 79.43, 60
23545,Rafael Mateluna, La Serena, 93.04, 2481
11278,Laureano Fuentes, Palestino, 50.84, 1895
34284,Renato Maluenda, La Serena, 22.45, 2732
13720,Adrian Roldan, Palestino, 74.80, 85
19772,Manuel2 Luksic, Palestino, 11.44, 724
49452,Carlos lmonacid, Universidad de Chile, 53.74, 4774
18243,Eduardo Carmona, Colo-Colo, 83.63, 3653
39003,Ambrosio Pastene, La Serena, 13.18, 965
14302,Gervasio Acosta, Everton, 70.17, 4371
34609,Santiago Angulo, Huachipato, 22.20, 2953
37342,Elias Bianchi, Colo-Colo, 78.48, 4071
23977,Alan Madrid, Huachipato, 73.54, 4185
16331,Erasmo benito, La Serena, 20.17, 1927
7150,Samir Mirosevic, La Serena, 36.13, 3430
24287,Jacobo Merlet, Huachipato, 58.08, 2790
29585,Fabricio Ilabaca, La Serena, 67.13, 2106
6072,Wilfredo Orellana, Huachipato, 41.24, 4026
24077,Rancel Eyzaguirre, Huachipato, 71.67, 3564
36341,Juan2 Valencia, Universidad de Chile, 78.09, 1
28975,Amador Espinosa, Everton, 56.27, 698
36748,Levi Montero, Everton, 2.28, 4062
46213,Jonatan Arevalo, Universidad de Chile, 98.33, 2409
34728,Mateo2 Mieres, Huachipato, 13.08, 4024
43908,Pedro Jimenez, Huachipato, 53.86, 314
27327,Luciano2 Pedreros, Everton, 5.48, 3812
10402,Teofilo Mura, Colo-Colo, 3.00, 4297
30013,Tadeo Suazo, Universidad de Chile, 24.08, 1754
31892,Enzo Mateluna, Huachipato, 65.08, 1977
41912,Juan Morgado, La Serena, 24.60, 3683
45764,Wilfredo Chavez, Palestino, 0.49, 3010
9174,Nolasco Gutierrez, La Serena, 71.94, 4581
23692,Rancel go, Palestino, 9.86, 3971
33260,Alonso2 Mackenna, Huachipato, 32.44, 274
2547,Gael2 Lemus, Palestino, 14.11, 3861
40397,Eugenio2 Caceres, Huachipato, 42.83, 1739
9890,Kevin2 Altamirano, Huachipato, 74.22, 168
22848,Yandel Pastene, Huachipato, 63.53, 260
28458,Franco benito, Colo-Colo, 72.44, 842
2007,Zosimo Melendez, Colo-Colo, 52.98, 3369
15432,Wilmer Aguilera, Palestino, 47.88, 3495
5943,Doroteo Bastias, Colo-Colo, 6.51, 2262
40885,Gael Huichalaf, Palestino, 97.32, 4457
29781,Dimas2 Chacana, Universidad de Chile, 23.34, 1540
30508,Jorge Acevedo, La Serena, 79.22, 155
24064,Enmeregildo Romero, Huachipato, 93.05, 2770
23067,Leandro Millar, Universidad de Chile, 84.02, 2843
34320,Lucas2 Araya, Palestino, 87.24, 133
33400,Guido Jeldrez, Huachipato, 28.69, 789
23664,Noe Pavez, La Serena, 90.21, 1134
36198,Gisela Cespedes, Colo-Colo, 52.29, 2029
20013,Iker Rozas, La Serena, 15.37, 454
2562,Doroteo Martic, La Serena, 7.46, 301
5625,Favio Villavicencio, Palestino, 93.87, 875
32864,Erostrato Foncea, Colo-Colo, 82.30, 4993
1178,Isaias2 Marinovic, Everton, 47.99, 3848
10107,Erasmo2 Castro, Universidad de Chile, 12.05, 3272
9282,Blas Mayorga, Universidad de Chile, 57.79, 2445
48101,Jared Lozada, Colo-Colo, 61.51, 1158
37043,Sebastian Sobarzo, Huachipato, 62.60, 1296
720,Alan Zamora, Universidad de Chile, 61.80, 4612
24650,Hugo Vidal, Colo-Colo, 85.48, 4930
34663,Zenon Sanchez, Everton, 85.70, 4437
34849,Damian Opazo, Colo-Colo, 5.11, 4622
11092,Benito Duran2, Colo-Colo, 10.21, 4925
36489,Delfin Espejo, Universidad de Chile, 56.45, 3109
32394,Ovidio Suazo, Palestino, 55.94, 3029
26603,Aureliano Montero, La Serena, 56.63, 1138
