ID,Nombre,Equipo,Puntaje,cantidadCompetencias
145,Marino Moroni, Universidad de Chile, 82.66, 4295
155,Mateo Rojas, Everton, 76.13, 4027
394,Nicanor Illanes, Everton, 58.98, 2244
20,Laura Estay, Everton, 27.81, 2491
456,Cayetano Morgado, Huachipato, 1.46, 1824
543,Rodrigo Betancourt, Huachipato, 32.45, 1970
425,Boris Agurto, Colo-Colo, 60.16, 67
300,Aristides Messina, Palestino, 68.81, 3712
244,Hernan2 Berrios, La Serena, 63.36, 1555
267,Yosef Fuentes, Universidad de Chile, 83.70, 193
564,Alejo Blanco, Everton, 68.79, 3078
439,Jairo2 Araya, La Serena, 26.85, 21
57,Victor Troncoso, Colo-Colo, 3.58, 1683
505,Tomas Jimenez, Palestino, 83.07, 4349
534,Jeronimo Farias, Universidad de Chile, 49.49, 4800
268,Mauro Navarrete, La Serena, 62.12, 2485
452,Escolastico Ponce, La Serena, 12.72, 353
250,Josue2 Echeverria, Huachipato, 97.57, 3076
6,Quentin Romero, La Serena, 30.18, 4067
343,Mariano Astorga, La Serena, 80.13, 2823
558,Ariel2 Venegas, La Serena, 45.39, 1154
73,Macario Larruy, La Serena, 22.14, 293
539,Mario2 Moreno2, Universidad de Chile, 43.52, 177
113,Daniel Cerda, Universidad de Chile, 38.03, 1607
255,Marcos2 Lamas, Colo-Colo, 33.66, 2722
513,Guido2 Leyton, Palestino, 85.98, 1484
27,Vicente Patino, Universidad de Chile, 97.94, 2436
21,Julian Palma, Universidad de Chile, 83.27, 1638
306,o Moroni, Colo-Colo, 27.08, 1397
215,Ventura Ruiz, Everton, 58.85, 2838
71,Gael2 Menchaca, Universidad de Chile, 90.69, 1371
281,Quintin Mazzoni, Huachipato, 44.71, 701
599,Gael2 Valdes, Colo-Colo, 47.07, 3732
428,Khalil Martic, Colo-Colo, 99.42, 3215
541,Adrian Bernal, Everton, 5.66, 1395
134,Escolastico Ibarra, Colo-Colo, 90.55, 499
567,Gerardo Huilical, Colo-Colo, 91.90, 1271
82,Lisandro2 Torrealba, Everton, 56.26, 4691
448,Jordan Campillay, Everton, 89.44, 2881
563,Gilberto Herrera, Colo-Colo, 46.12, 2239
498,o Canete, Universidad de Chile, 94.80, 3248
506,Gino Figueroa, Universidad de Chile, 69.17, 203
391,Renato Moreno, Colo-Colo, 16.80, 4131
443,Jeronimo Lois, Palestino, 17.64, 681
101,Gabriel Villaroel, Palestino, 34.22, 4093
347,Marcelo2 Zamora, Colo-Colo, 80.64, 1490
351,Ismael2 Melivilu, Huachipato, 98.15, 2453
118,Obdulio Kuschel, Everton, 88.31, 1820
524,Ceferino Cortes, Universidad de Chile, 23.63, 3103
328,Ambrosio Madrid, Colo-Colo, 67.98, 2014
154,Genaro Araya, Huachipato, 68.07, 3449
161,Aureliano Alvarez, Universidad de Chile, 4.60, 4787
327,Damian Luen, Everton, 96.56, 4240
246,Mario3 Fuentealba, La Serena, 22.21, 4931
84,Justino2 Jeldrez, La Serena, 97.43, 655
163,Leon Krumm, Everton, 69.58, 3305
438,Ladislao Navarrete, Huachipato, 58.12, 1017
4,Eusebio Belmar, Colo-Colo, 9.39, 4867
179,Valeriano Montiel, Palestino, 5.86, 4330
136,Joaquin2 Maza, Palestino, 4.67, 4839
554,Edwin Krebs, Palestino, 5.39, 3874
536,Donato Montes, Huachipato, 42.22, 2418
39,Evaristo2 Figueroa, Everton, 65.81, 526
355,Cristobal2 Rodriguez, Palestino, 0.56, 2760
573,Julio Celis, Huachipato, 11.36, 988
346,Alfonso Reyes, Huachipato, 7.87, 575
119,Kenny Macchiavello, Palestino, 39.27, 3136
370,Josias Mirosevic, Huachipato, 79.54, 1782
269,Adan Marsan, Colo-Colo, 56.76, 2948
412,Jared Astorga, Palestino, 13.76, 2457
551,Gaston Meruane, Palestino, 19.65, 1312
419,Pablo2 Suarez, Palestino, 94.89, 2924
314,Jean Navarro2, Huachipato, 94.02, 89
565,Socorro Bernal, Huachipato, 36.74, 3447
290,Javier Martic, Universidad de Chile, 45.75, 2335
177,Prudencio Elgueta, Universidad de Chile, 73.73, 2427
15,Orlando Urra, La Serena, 25.57, 140
335,Recaredo Curinao, Everton, 6.51, 4169
28,Karim Opazo, Colo-Colo, 25.04, 503
430,Pedro Benitez, Everton, 12.57, 294
496,Segismundo Aburto, Universidad de Chile, 72.34, 1640
519,Renato Jara, Colo-Colo, 89.19, 4470
66,Federico Moyano, Universidad de Chile, 94.10, 4826
63,Fausto2 Macchiavello, Huachipato, 3.64, 457
24,Liam Cuevas, Colo-Colo, 17.79, 1968
51,Demian Yanez, Colo-Colo, 99.22, 3876
440,Fortunato2 Nancucheo, Huachipato, 95.11, 4710
530,Adolfo Duran2, Huachipato, 49.49, 4026
363,Ariel Lagos2, Everton, 15.98, 4858
146,Saturnino Leal, Palestino, 77.98, 695
299,Claudio2 Miranda, Colo-Colo, 5.61, 4023
294,Iker2 Mora, Palestino, 11.27, 3773
540,Galileo Cofre, Huachipato, 4.64, 4337
365,Ciro2 Espinosa, Colo-Colo, 33.66, 1168
344,Obdulio Jofre, Everton, 24.21, 4694
239,Alonso2 Gomez, Palestino, 97.90, 2706
590,Belisario Lautaro, Colo-Colo, 46.89, 4156
537,Candelario benito, Huachipato, 5.11, 3618
219,Recaredo Aburto, Huachipato, 34.04, 2556
284,Cayetano2 Vergara, Universidad de Chile, 62.02, 4830
545,Gonzalo2 Moya2, Everton, 4.14, 1059
413,Francisco Lois, Everton, 83.79, 2413
193,Emir Astorga, Universidad de Chile, 42.36, 1741
120,Desiderio Mellado, Huachipato, 6.27, 2944
423,Raimundo Villaroel, Colo-Colo, 85.89, 1363
5,Cesar Montesinos, Palestino, 48.92, 1033
283,Efren Silva, Huachipato, 99.01, 2308
276,Victor Miranda, Colo-Colo, 54.17, 1570
214,Manases Catrileo, La Serena, 26.79, 1197
96,Cosme Zamora, La Serena, 98.96, 4013
437,Guido Cano, Huachipato, 0.90, 717
588,Genaro Villanueva, La Serena, 80.46, 1417
507,Gilberto Vargas, Huachipato, 26.22, 3124
393,Josias Avendano, Huachipato, 91.45, 2923
520,Rogelio Molina, Colo-Colo, 19.61, 3018
348,Benjamin Dominguez, La Serena, 15.96, 1451
575,Felix Meza, Palestino, 80.93, 3307
76,Fernando Campos, La Serena, 13.31, 311
106,Meliton Ugarte, Colo-Colo, 81.95, 3481
25,Ruben Faundez, Colo-Colo, 56.35, 4472
362,Valentin Meyer, Everton, 40.09, 4267
190,Fernando2 Aviles, Huachipato, 84.05, 230
396,Levi Herrera, Universidad de Chile, 68.30, 3369
593,Leoncio Echeverria, Everton, 66.61, 2541
