ID,Nombre,Equipo,Puntaje,cantidadCompetencias
9921,Fabricio Lagos2, Colo-Colo, 30.17, 661
12673,Hector2 Rodriguez, Everton, 75.86, 4911
19447,Clemente Quinteros, Everton, 88.78, 86
16487,Victoriano Larrain, Colo-Colo, 5.98, 679
19888,Javier Maiz, Palestino, 47.87, 3909
21149,Ramon Melivilu2, Everton, 79.49, 1991
12676,Jaime Poblete, Colo-Colo, 31.25, 3600
6765,Gonzalo Huichaman, Palestino, 89.91, 1302
15535,Leopoldo Longueira, Universidad de Chile, 72.42, 1230
13109,Plutarco Rubio, Huachipato, 20.41, 2050
17430,Mariano Huichaman, Universidad de Chile, 28.59, 4726
20329,Lautaro Droguett, Universidad de Chile, 65.74, 810
18106,Francisco Pavez, Universidad de Chile, 39.61, 413
8991,Amancio Morgado, Universidad de Chile, 24.52, 1382
5623,Favio Vidal, Huachipato, 43.66, 2066
17530,Telmo Macaya, Colo-Colo, 89.58, 1836
10523,Tomas Salazar, Colo-Colo, 22.09, 4924
12364,Joaquin Garrido, Universidad de Chile, 15.35, 4176
8322,Ismael Salgado, Huachipato, 3.38, 202
1500,Guido Mosso, La Serena, 93.58, 4557
17163,Ildefonso Antileo, Universidad de Chile, 34.23, 2637
7976,Roberto Gallardo, Colo-Colo, 92.98, 4326
21888,Emiliano Astorga, Huachipato, 90.94, 1628
15877,Marcelo2 Tejos, La Serena, 93.38, 310
20846,Hernan2 Montiel, Universidad de Chile, 73.19, 531
2861,Junior Godoy, Colo-Colo, 19.77, 938
11597,Nabor Luen, La Serena, 24.19, 1610
19047,Tristan Moncada, Everton, 33.51, 2588
7449,Mauricio Mendoza, Universidad de Chile, 55.04, 3392
1626,Fabian Alcayaga, Huachipato, 8.68, 1638
13166,Joel2 Aravena, Palestino, 67.99, 1877
20203,Quintin Lucchini, Everton, 43.47, 3999
15797,Tomas Bertin, Huachipato, 43.36, 2580
17025,Reyes Sandoval, Palestino, 53.02, 72
19309,Feliciano Villavicencio, Colo-Colo, 60.41, 2876
9971,Conrado Santander, Everton, 31.21, 2570
11233,Trifon A, Everton, 22.23, 1745
872,Saul Lopez, Everton, 46.15, 3163
12775,Martin2 Burgos, Palestino, 97.03, 4258
15574,o Aravena, Colo-Colo, 70.92, 261
14347,Sabino Toro, La Serena, 14.76, 3024
1612,Quico Jimenez, Huachipato, 42.44, 1303
12091,Erick Gajardo, Palestino, 58.36, 4431
14356,Ruperto Bocaz, Palestino, 21.23, 4908
13214,Luis Merello, Huachipato, 67.19, 224
21794,Valentin2 Maluenda, La Serena, 10.79, 4822
14419,Severiano Marcone, Huachipato, 42.25, 402
11995,Zacarias Kuschel, Colo-Colo, 65.33, 507
7130,Eugenio Marenzi, La Serena, 19.51, 4461
7147,Kai Morande, Huachipato, 14.99, 2310
1778,Tadeo Moena, La Serena, 55.90, 943
17033,Alberto Krebs, Palestino, 96.99, 3817
3961,Lautaro2 Coloma, Colo-Colo, 45.78, 4496
4181,Alfonso Marenzi, Universidad de Chile, 66.18, 4134
18009,Julio Massardo, Universidad de Chile, 20.15, 2341
11673,Gildardo Angulo, Everton, 10.20, 3600
